Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022
E08000012,Liverpool,E01006702,Liverpool 014C,"32,475","31,770","31,115","22,687","22,169","22,208","21,381","20,871","21,150","21,432","22,977","23,788","21,533","21,991","19,259","19,438","19,346","19,812","21,158","22,069","23,336","23,485","24,690","24,753","24,743","24,646","26,994","26,186","24,998","30,124","26,141","25,508","28,002","30,331","35,473","39,581","51,715","56,564","77,719","83,194","82,970","84,565","69,696","65,422","69,967","71,968","66,741","67,390","64,545","62,842","62,425","61,500","59,214","50,865","58,423","55,294","54,906","68,917","53,313","53,278","59,150","56,400","58,444","52,827","55,943","57,013","54,847","63,079","52,000","51,214","58,600",:,"37,531","37,531","37,450","37,330",:,:,"49,536","52,625","51,446","57,479","75,553","70,934","69,623","66,084","49,347","49,146","57,129","59,875","62,788","61,417","57,215","64,904","74,436","76,457","74,718","70,666","65,125","69,714","72,375","79,813","88,318","90,607","90,906","95,265","90,719","91,500","93,588"
E08000012,Liverpool,E01006703,Liverpool 014D,"28,300","27,544","26,718","25,531","25,720","25,183","23,800","26,867","26,150","27,825","34,306","31,111","27,560","28,060","25,513","25,763","30,778","28,950","26,833","24,300","20,245","18,564","22,869","28,390",:,"31,414","28,550","24,669","27,608","25,536","26,323","28,014","31,543","39,495","42,759","51,300","51,604","51,698","61,125","56,912","63,808","70,179","91,213","101,493","110,958","115,547","114,214","116,359","116,058","115,332","110,000","108,193","109,924","105,538","100,714",:,:,:,:,"70,917","80,333","74,000","63,000","57,619","56,550","52,955","52,110",:,"39,300","47,800","46,000","38,700","42,734","48,945","48,524","50,146","49,400","44,250","54,429","58,714",:,"75,690","62,290",:,"56,790","56,667","69,344","67,463","72,244","74,171","57,242","62,250","64,625","66,500","69,000","73,125","65,600","72,600",:,"74,400","87,821","83,632","86,454","87,038","88,870","101,063","97,222","98,167","100,313"
E08000012,Liverpool,E01006705,Liverpool 009E,"26,845","27,068","26,618","27,285","25,270","24,882","23,655","21,852","22,772","22,351","23,805","23,879","23,591","23,890","23,126","24,000","25,512","27,844","27,804","28,393","27,136","25,459","26,473","27,865","28,520","28,689","28,727","29,921","29,594","29,913","29,743","29,152","30,402","32,389","36,687","42,188","46,686","53,052","58,183","61,784","68,948","70,830","73,940","78,535","76,597","75,659","77,815","78,814","79,630","83,655","80,401","80,983","77,393","70,274","65,071","62,389","55,541","57,883","56,746","56,968","61,184","62,450","62,056","62,563","59,656","56,500","57,656","55,273","52,909","54,750","51,341","55,891","56,485","57,917","62,433","56,950","59,167","54,942","50,612","53,731","52,879","52,800","54,739","53,981","54,445","59,463","58,885","58,321","57,767","57,821","54,573","55,246","57,204","52,859","72,500","70,429","73,031","73,031","69,063","71,731","71,250","76,577","79,792","85,115","85,917","90,789","91,930","94,041","95,442"
E08000012,Liverpool,E01006706,Liverpool 045A,:,:,"29,690","29,690",:,"27,520",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"49,379","50,342","50,908","59,724",:,"74,960","76,507","77,130","72,075","74,963","73,158","76,744","87,667","89,300","84,417",:,"81,042","85,708","91,607","93,972","98,429","93,750",:,:,:,:,:,:,:,"70,400",:,"72,400","76,400",:,"65,300",:,:,:,:,:,:,"65,667","71,167","71,167",:,:,:,:,:,:,"93,790",:,:,:,:,:,:,"75,000",:,"81,417","83,929","88,083","91,688","94,333","91,600","88,300",:,:,:,:,:,:,:,"106,563","111,917","121,417","120,857","117,600"
E08000012,Liverpool,E01006707,Liverpool 045B,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"35,713",:,:,:,"47,658","47,658","54,790","62,905","68,895","68,895","71,143","79,992","84,142","83,693","86,050","88,567",:,"85,408","83,421","83,158","84,993",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"92,797",:,"119,455","125,386","119,922","116,934","114,211","102,716","112,403","117,483","115,998","109,831","87,950","83,645","89,204","94,146","99,890","90,994","84,492","70,667","83,167","89,583","100,167","111,786","105,643","110,714","95,688","99,040","101,383","98,880","103,362","101,527","97,325","114,500","101,700","103,583","112,313","109,889","115,750","125,025","122,523","124,023","130,750"
E08000012,Liverpool,E01006708,Liverpool 045C,"43,078","42,466","41,358","43,146","41,832","40,630","40,866","38,748","38,824","38,556","34,088","37,923","34,925","37,764","40,132","39,262","42,404","45,322","49,712","51,131","53,213","55,893","56,898","60,106","61,497","62,504","65,121","65,300","65,769","65,696","76,966","76,491","83,696","86,128","85,682","94,666","103,239","107,284","114,017","112,664","113,927","110,995","112,103","110,595","107,338","111,937","118,545","121,623","127,544","141,770","139,537","148,158","148,189","127,582","113,041","108,978","104,516","101,164","122,352","117,237","117,002","125,563","100,665","95,050","91,527","85,700","86,492","90,383","94,357","104,556","103,556","105,790","111,790","99,300","121,575","112,213","109,595","104,331","95,584","108,230","111,168","115,545","117,283","105,454","102,613","105,516","113,885","123,430","130,091","130,025","123,321","117,885","107,773","107,079","111,247","115,615","116,379","118,029","112,300","108,375","118,115","129,375","143,688","145,383","149,139","144,741","150,504","165,476","174,947"
E08000012,Liverpool,E01006709,Liverpool 040A,"37,806","41,029","37,291","38,583","35,295","29,883","29,429","27,357",:,:,"39,840","42,840","36,283","37,800","33,143","35,125","38,389","37,929","38,063","38,945","37,395","39,331","41,947","39,924","42,253","41,257","41,486","43,715","49,688","50,712","59,395","68,265","73,909","76,136","77,214","79,676","79,005","81,547","87,863","82,193","89,030","89,104","96,668","101,814","104,492","103,944","102,454","106,330","109,229","114,033","121,493","122,490",:,:,"115,169","118,046","113,867","111,312","111,660","106,171","106,457","109,369","101,676","98,545","86,286","89,050","93,636","103,490",:,:,:,"83,583","100,964","102,833","105,471","112,406","106,500","104,821","104,750","101,458","104,955","112,833","114,864","110,333","104,682","102,750","107,861","107,944","113,914","117,930","110,112","114,804","110,731","110,423","121,179","118,462","121,261","122,939","119,900","120,864","128,861","137,682","133,782","153,968","167,081","164,838","171,963","168,500","163,083"
E08000012,Liverpool,E01006710,Liverpool 045D,"28,096","26,777","29,615","28,442","27,786","28,118","27,766","26,898","27,050","26,267","25,869","29,644","30,058","29,325","29,385","29,429","27,608","28,149","28,138","27,308","28,584","28,193","27,953","27,012","26,390","27,666","29,952","33,226","34,628","35,321","36,574","38,760","42,488","46,531","52,371","59,714","65,142","69,532","70,283","82,193","82,104","84,669","86,356","83,105","83,712","84,324","85,355","98,381","102,281","96,583","94,361","80,156","79,292","70,500",:,:,"65,200","73,000","73,050","69,850","69,813","70,938","60,333","66,417","66,417","61,071","60,188","57,143","57,000","54,000",:,"51,900","84,456","89,145","91,039","95,110","92,637","74,804","65,700","68,444","74,000","73,188","74,395","72,265","63,545","63,833","67,000","71,964","78,857","80,647","80,833","80,313","82,300","81,682","84,364","101,444","90,446","93,077","95,123","84,981","100,929","105,429","110,143","112,182","116,333","112,895","116,311","119,501","117,002"
E08000012,Liverpool,E01006711,Liverpool 027A,"28,029","29,875","30,077","31,036","31,339","28,750","29,309","28,116","26,837","26,635","23,944","26,188","29,379","32,317","31,387","28,965","28,505","26,252","28,310","29,629","25,285","24,163","28,884","30,091","32,643","53,784","55,678","68,006","59,964","40,715","43,423","41,820","42,814","58,138","62,115","71,992","89,161","88,725","99,533","98,798","90,570","91,761","75,065","78,164","89,137","89,527","93,120","97,530","94,816","95,161","95,104","92,126","88,387","88,098","82,846","71,889","69,800","83,750","88,925","97,175","100,313","103,546","96,373","97,716","98,052","87,728","87,077","88,600","83,200","79,818","85,214","72,067","69,714","67,944","62,467","71,071","72,103","73,891","75,828","71,073","87,205","96,188","95,149","115,685","109,029","98,643","98,864","88,705","81,741","87,432","87,457","88,526","98,453","95,944","93,682","77,606","77,944","77,650","93,400","99,000","124,500","134,500","126,722","132,023","133,212","129,430","134,009","136,960","136,343"
E08000012,Liverpool,E01006712,Liverpool 029D,"31,502","30,674","28,681","27,678","30,012","31,064","32,235","32,392","31,880","30,691","29,854","29,872","29,572","28,549","28,666","28,574","29,353","30,882","32,917","33,905","34,237","35,262","34,834","34,560","34,383","35,125","37,078","39,086","40,802","41,488","44,927","48,894","55,124","60,942","62,301","68,103","79,703","86,044","100,224","99,423","96,065","92,607","93,605","96,157","100,557","102,700","104,710","107,216","107,583","109,703","112,811","109,720","107,579","100,844","80,550","79,875","88,300","88,455","97,938","95,722","90,857","92,857","88,045","89,845","83,541","82,371","81,963","79,324","74,614","74,117","74,250","78,154","84,582","88,704","85,439","83,500","76,269","75,786","83,906","89,167","94,346","97,594","93,429","89,200","92,867","91,796","92,636","91,200","84,462","79,423","82,856","87,850","86,425","90,496","92,078","92,677","95,586","93,389","95,824","100,731","109,682","124,182","112,958","112,464","110,700","110,280","116,597","121,108","135,465"
E08000012,Liverpool,E01006713,Liverpool 029E,"26,548","26,066","25,093","28,103","31,740","35,408","35,135","33,736","33,376","32,076","33,313","37,757","37,205","40,883","40,189","35,123","35,958","31,973","32,202","33,122","38,482","38,738","39,764","41,408","37,826","38,602","40,044","39,463","40,880","41,054","44,205","47,785","57,340","58,665","63,999","78,169","84,178","99,084","98,129","105,756","104,769","96,830","102,036","101,936","103,418","105,879","106,209","107,397","107,547","110,113","109,721","109,692","108,653","99,098","94,473","90,091","88,658","86,267","77,818","83,863","82,850","86,135","95,935","88,500","93,773","98,722","87,444","87,929","76,944","78,604","86,350","85,029","86,031","80,447","76,348","79,122","84,968","89,106","87,497","92,744","92,091","89,215","92,455","94,346","89,662","93,009","94,291","87,653","90,546","88,351","89,038","96,570","103,604","101,044","99,718","95,044","90,737","102,563","100,750","103,722","104,556","104,656","106,226","112,679","116,653","116,765","126,209","124,064","128,537"
E08000012,Liverpool,E01006716,Liverpool 032E,"26,937","29,335","29,490","27,353","24,929","22,250","23,237","22,841","22,363","23,972","24,933","26,400","28,863","26,512","25,663","27,662","27,361","26,402","26,037","25,607","24,295","25,895","27,144","27,638","27,719","29,881","28,423","31,259","43,479","48,297","56,796","58,311","62,994","63,898","64,118","68,919","72,018","70,741","73,270","74,066","74,316","80,648","87,018","88,731","94,121","94,996","93,722","96,294","93,760","93,190","89,146","89,715","89,473","90,425","83,514","75,275","71,030","62,520",:,"73,190","74,890","78,000","74,400","75,219","71,750","62,604","68,047","65,167","65,107","68,682","62,571","70,091","70,091","72,833","71,615","76,036","74,611","77,575","77,342","77,667","80,167","79,656","79,526","77,947","74,309","68,172","74,283","75,984","81,179","91,708","77,389","70,188","73,765","70,798","81,097","87,328","90,795","99,115","100,130","111,000","103,100","95,818","91,400","89,417","94,217","98,341","104,014","108,964","115,118"
E08000012,Liverpool,E01006717,Liverpool 027D,"38,815","40,456","40,574","38,100","39,091","36,854","42,697","43,062","43,193","43,914","41,245","43,231","39,828","42,063","43,298","41,716","44,231","44,239","42,648","46,068","46,250","46,228","50,641","48,658","49,635","51,976","52,551","58,847","61,888","64,166","65,047","69,511","73,615","76,481","84,965","103,453","117,728","116,063","117,697","102,191","96,413","101,469","109,497","130,520","131,784","129,902","129,522","123,726","121,143","118,146","118,210","124,784","113,400","134,875","109,667","104,667","112,875","89,462","98,143","89,000","104,833","97,804","100,497","104,468","94,597","111,563","104,813","103,688","105,881","104,621","100,934","96,171","85,300","83,136","87,091","76,133","84,031","82,033","86,133","98,594","103,450","117,231","117,690","117,321","122,453","115,778","112,857","116,405","111,442","112,644","124,621","127,828","163,400","136,571","140,222","135,167","127,475","132,816","127,100","126,091","120,889","125,300","148,100","152,763","158,588","159,875","145,382","142,269","157,250"
E08000012,Liverpool,E01006718,Liverpool 027E,"39,076","39,015","39,270","42,395","39,931","38,550","37,080","35,245","35,710","39,124","41,008","41,757","41,940","39,945","39,356","40,500","43,157","38,535","39,712","40,208","40,709","42,674","43,182","44,815","41,669","42,581","47,578","54,973","63,276","66,382","70,606","73,364","83,533","88,829","93,564","98,182","100,252","104,428","106,496","107,337","111,290","114,496","115,272","115,634","112,763","109,942","112,062","113,226","117,957","122,485","127,074","133,737","127,417","132,045","107,500","91,900","101,550","98,231","102,125","99,346","94,385","110,727","111,245","113,645","160,780","160,390","138,845","139,079","124,308","104,250","103,158","95,640","96,990","114,933","101,364","125,188","128,333","127,441","139,308","111,292","114,885","106,733","104,575","105,028","96,029","108,618","114,071","121,938","135,313","125,667","122,833","126,706","112,750","108,889","122,739","124,217","138,737","149,203","133,708","129,112","126,262","131,548","137,548","136,643","134,711","132,867","157,684","164,275","169,151"
E08000012,Liverpool,E01006719,Liverpool 027F,"35,629","35,971","37,239","35,774","34,760","34,090","33,827","35,898","36,519","35,698","35,144","33,542","33,509","34,068","33,686","32,946","32,153","32,378","40,742","47,716","50,261","52,705","55,990","52,387","50,885","48,922","40,115","42,439","47,589","48,662","52,688","65,154","78,245","83,634","89,363","92,004","97,372","99,010","95,939","107,335","111,519","110,036","112,467","111,567","115,320","117,280","114,232","115,444","113,011","110,846","113,303","112,373","110,428","111,429","110,000","107,364","108,500","113,625","104,933","99,462","96,346","85,000","83,318","90,000","94,000","96,100","99,036","93,273","87,800","85,000","90,750","100,462","91,357","97,324","95,786","89,725","99,884","94,127","99,961","99,438","97,172","97,088","93,811","96,879","98,815","101,890","99,156","97,011","94,017","90,961","93,630","97,394","108,413","111,773","114,205","113,856","109,560","113,378","113,193","115,969","121,300","120,800","124,333","131,557","133,375","137,457","139,762","142,500","146,087"
E08000012,Liverpool,E01006720,Liverpool 035A,"22,678","20,611","21,812","22,198","17,410","16,605","14,425","14,484","14,652","16,506","17,854","19,511","19,727","19,820","21,181","20,943","22,484","21,578","19,615","18,978","18,979","21,790","22,998","22,929","25,043","25,210","25,478","25,437","25,553","27,718","30,568","36,143","42,342","43,332","48,489","53,578","55,968","63,668","67,799","70,374","74,473","73,250","77,735","79,299","83,120","96,718","102,164","112,032","112,684","114,811","115,905","107,860","110,879","100,678","92,444","81,822","85,864","91,719","96,439","101,104","93,692","93,333","80,702","70,988","75,382","71,735","71,904","72,783","63,692","55,813","62,906","62,094","70,617","79,125","68,700","64,791","63,905","69,663","67,989","78,136","80,041","72,155","72,122","60,670","55,826","52,090","51,914","57,883","65,456","70,836","83,917","86,028","89,667","93,575","89,729","82,156","80,528","81,026","79,158","76,689","68,442","70,784","72,545","72,098","80,920","88,838","94,047","100,293","105,672"
E08000012,Liverpool,E01006721,Liverpool 038C,"20,791","23,652","22,906","24,798","22,618","20,984","20,192","19,140","19,727","19,688","19,836","21,411","20,772","20,876","21,986","20,588","20,429","19,214","19,217","19,650","20,225","22,111","22,594","23,832","23,779","22,693","23,454","24,085","24,712","25,884","28,070","30,582","35,567","44,252","51,836","58,857","63,149","66,769","65,810","63,324","65,156","66,383","68,550","74,868","77,552","80,072","87,991","95,103","105,807","109,929","109,376","112,272","101,921","94,332","104,470","87,461","86,250","87,500","74,306","67,706","67,772","66,188","65,246","63,626","61,810","61,762","55,607","66,389","64,400","68,000","74,688","73,667","72,033","76,294","81,917","79,190","76,146","71,348","63,333","58,389","57,467","56,342","58,914","58,172","84,123","85,066","81,771","84,978","63,839","67,086","72,658","75,140","76,053","77,788","70,612","69,771","68,786","68,389","70,600","76,525","76,486","75,047","77,489","74,094","78,826","84,520","88,412","95,831","97,988"
E08000012,Liverpool,E01006722,Liverpool 038D,"25,882","25,648","24,496","24,251","25,424","25,269","26,990","26,458","26,644","27,704","28,749","27,956","28,930","28,215","26,481","29,048","27,836","27,490","30,186","30,121","30,885","32,259","30,898","29,489","29,617","30,798","31,676","34,620","37,778","40,252","44,424","51,143","59,677","69,376","80,559","89,960","95,263","99,848","103,589","110,012","110,685","110,631","109,729","115,205","117,267","115,358","119,423","120,791","123,704","124,297","123,602","119,477","114,273","116,928","107,392","105,113","107,837","107,088","105,054","103,022","104,935","101,809","102,239","101,416","93,126","92,020","98,076","91,129","97,393","91,676","92,529","101,141","99,868","107,093","108,754","105,587","110,603","107,578","108,215","108,848","102,241","112,286","111,815","118,829","127,805","115,813","108,393","101,522","102,236","101,112","104,797","105,471","108,750","112,497","111,841","119,035","118,227","125,750","126,591","133,167","144,429","146,875","151,818","144,000","141,154","161,364","161,364","134,382","144,111"
E08000012,Liverpool,E01006723,Liverpool 038E,"24,011","24,280","22,079","22,423","22,224","23,041","27,085","26,897","26,963","25,720","26,222","27,932","27,827","29,302","31,041","30,187","30,615","31,211","28,712","28,831","30,828","30,609","33,582","33,629","32,145","32,369","32,094","33,609","38,393","39,963","41,311","46,178","50,055","57,653","65,580","76,523","87,018","88,559","87,097","86,164","79,727","83,807","87,518","91,956","95,795","100,593","106,203","109,653","116,609","116,335","124,491","124,668","120,680","116,773","112,250","110,455","101,088","104,324","105,000","99,125","111,611","112,750","103,200","96,700","93,083","88,364","93,500","98,923","96,000","92,000","92,275","86,821","91,542","96,160","92,638","98,528","89,722","90,568","93,200","90,543","101,363","104,195","98,905","98,328","98,073","98,953","102,671","91,869","92,630","92,293","91,138","110,750","117,705","120,250","121,840","127,690","128,565","124,486","128,800","112,314","117,989","140,975","146,048","154,586","150,786","151,875","146,618","147,859","156,350"
E08000012,Liverpool,E01006724,Liverpool 038F,"35,857","35,074","33,771","35,094","32,716","33,853","35,515","37,078","37,298","36,933","37,693","36,578","36,035","35,910","34,424","34,858","35,944","37,831","40,180","44,060","47,325","47,278","48,283","47,667","47,599","49,546","51,061","55,487","58,155","61,001","65,374","76,457","79,413","88,584","99,462","110,471","115,877","128,630","138,021","135,938","137,400","128,052","128,270","131,761","130,160","130,277","132,146","143,041","146,852","147,855","150,579","134,107","131,250","131,929","120,875","126,125","127,000","123,625","119,944","121,192","117,857","116,714","114,067","108,171","107,433","107,706","110,421","111,288","110,769","113,643","113,033","113,433","114,094","120,179","123,100","123,182","124,898","122,377","125,509","125,492","122,363","121,343","117,404","121,132","127,571","127,616","130,993","128,991","132,886","135,709","135,660","137,392","138,443","156,309","161,938","158,667","159,500","160,427","162,570","165,245","164,318","162,097","170,860","178,814","182,197","196,407","200,843","210,714","216,208"
E08000012,Liverpool,E01006725,Liverpool 035B,"28,839","29,600","31,439","33,181","30,580","30,296","27,659","29,019","29,272","26,582","28,845","28,199","28,474","32,324","29,689","30,420","35,477","38,838","40,392","44,503","37,577","32,740","31,180","29,486","31,876","31,515","33,347","32,512","31,451","32,444","33,845","40,801","46,927","47,984","59,013","64,702","70,351","93,064","89,332","89,121","96,543","87,286","100,390","103,204","106,276","109,987","106,950","108,892","103,909","97,883","101,312","101,338","96,467","112,357","97,600","99,400","88,273","85,107","82,662","80,968","82,283","83,908","87,493","90,313","86,357","88,250","86,417","85,000","78,900","82,139","77,431","77,153","90,854","86,121","89,256","97,945","93,525","93,839","103,309","109,167","106,143","115,200","108,429","111,389","103,250","102,732","106,271","98,693","107,329","95,456","77,780","89,118","89,595","93,735","107,523","108,219","102,622","105,381","99,667","89,897","98,072","95,877","94,258","100,075","99,250","110,500","117,233","126,276","131,602"
E08000012,Liverpool,E01006726,Liverpool 035C,"22,553","22,560","23,638","25,100","25,823","27,652","26,565","26,033","25,945","25,807","27,633","27,575","28,428","27,386","23,888","22,100","25,884","26,442","27,805","29,920","28,690","28,485","28,130","27,690","27,221","27,485","30,462","31,969","34,261","34,301","37,078","42,169","47,434","56,622","66,101","76,639","81,472","84,644","86,257","86,281","88,770","88,352","84,608","87,534","92,855","94,022","108,584","113,096","109,809","113,329","109,443","100,152","100,847","88,035","88,814","88,695","86,429",:,:,"96,145","94,495","95,246","91,447","86,514","85,368","78,862","74,834","69,122","71,653","80,056","82,528","83,375","110,833","115,200","118,156","121,831","98,270","99,377","92,577","95,197","84,703","91,841","93,005","90,850","89,928","79,203","81,956","83,085","88,235","90,958","87,250","88,932","91,923","96,333","100,836","103,910","102,524","94,469","90,633","87,944","87,056","94,063","106,550","104,800","118,746","127,761","126,271","129,890","132,333"
E08000012,Liverpool,E01006727,Liverpool 035D,"29,993","29,348","30,178","32,428","30,182","32,456","30,673","30,591","32,998","29,543","32,246","32,341","31,001","32,219","31,783","33,334","34,110","32,996","32,545","35,327","35,441","38,298","39,368","36,633","41,084","39,708","39,346","42,083","41,982","44,543","51,567","58,261","65,355","68,200","71,809","78,909","81,620","99,064","99,153","105,903","110,342","109,511","113,782","113,726","116,391","117,092","120,378","122,714","119,669","119,056","114,428","107,841","102,305","95,535","87,543","87,866","92,997","95,497","105,192","106,428","98,261","93,750","87,011","84,625","80,325","79,972","90,158","91,783","93,626","93,493","88,148","82,921","93,273","99,431","111,693","114,981","114,113","111,115","97,056","97,314","97,036","96,471","99,113","96,742","93,540","89,897","92,879","96,078","100,436","101,023","98,833","108,814","106,571","109,898","111,547","102,734","110,279","116,181","115,652","125,861","119,644","121,878","123,646","127,742","134,739","138,321","145,281","142,931","149,060"
